product_type,helpful,rating,title,review_text
kitchen & housewares,12 of 12,4.0,Almost perfect,Let me start by saying two things:
kitchen & housewares,1 of 8,2.0,Product image doesn't make the real product,the pan in image looks bigger than the real pan I got.
kitchen & housewares,2 of 2,4.0,Best torch value,I bought this torch in spite of some of the negative reviews because I actually tried it in a store. It was well made and had an easy to light trigger and consistent flame. Not sure what other folks were doing wrong.  But I found it to be very good and easy to use.  Very good value too!  I recommend
kitchen & housewares,,5.0,Snapware storage set,"I am using the set to store perishable goods.  I think they are perfect for that purpose.  I was actually looking for something like this, only I had requested glass cannisters, for the search.  I didn't realize they were plexi-glass.  Which is fine, I'm using them and I think they are perfect.  Thank you for your sight, which has a lot of very neat things"
kitchen & housewares,12 of 18,2.0,The item you receive is NOT an MIU France model,"I'm a little frustrated on this purchase.  I wanted a food chopper, and settled on this one, thinking it would be better quality (and not made in China) than a lot of similar models available from competitors.  What I received was a generic chopper in a generic box that just says ""Chopper"" on it with no instructions, and it is made in China.  The picture is the same as shown on Amazon, but there is NO reference to MIU France ANYWHERE on the box or item itself."
kitchen & housewares,1 of 1,5.0,I can't say enough good things about this knife!,"This knife is very heavy, &amp; is perfect for slicing &amp; dicing. It is very sharp, &amp; will cut through anything with ease. I plan to buy more of knives by this manufacturer. I have a full set of Calaphon cookware, &amp; you can't go wrong with this brand. It has a full tang, &amp; a lifetime guarantee"
kitchen & housewares,3 of 3,5.0,"Smaller than a mandolin, perfect for soft fruits/veggies","I bought this as a clearance whim in Target once and have loved it ever since!  It's small, easy to store, and works really well.  You have to &quot;saw&quot; the tomato, and be sure to keep your fingers out of the way!  I'd buy one for someone who really likes tomatoes on their sandwiches or tomatoes with basil, oil, and mozzarella.  If mine ever breaks (going on 6 years) I'll be sure to purchase another one"
kitchen & housewares,4 of 4,5.0,Fabulous knife,"A total pleasure to use and a super value for the money. I heard about it on Americas Test Kitchen and they certainly were correct. It's become my favorite knife and I have some very expesnive ones, I highly recommend it..!!"
kitchen & housewares,,4.0,These really aren't that bad,"My husband and I bought these sheets (in the color Sage) from a department store when we moved into our new house and have had no problems with them.  True, they are sort of wrinkly after washing, but I find that as long as you put them on the bed directly after they are done drying they are not nearly as wrinkly and they would be if you let them set in the dryer a bit.  "
kitchen & housewares,9 of 9,5.0,Great bowl for teenagers,"This is the best bowl for teenager portions of cereal, ice cream or spaghetti. They also make good fruit or candy bowls to set on your counter. I do want to warn people that the photos colors for persimmon are too light on this website; the actual bowls are a medium red/orange. I knew this before I ordered it... You can't beat the price free with a four piece setting. We love it"
kitchen & housewares,4 of 4,5.0,This Thing is a Hit - With Adults and Children Alike,"Fun. It's easy to use and everybody loves it. It makes having an ice-cream treat into an event. It takes about 2 1/2 minutes to make each cone, so everybody can gather and participate while the house fills up with fantastic smells. Rolling cones is easy and even the failures elicits laughs (and taste great). I've used the Chef's Choice mix and the recipes - all good."
kitchen & housewares,2 of 2,5.0,Best Birthday Present Ever!,"After doing extensive research my husband gave me the B60 for my birthday this year and I have to say that it is one of the best gifts I've ever received!  As a new mom that has returned to work everything is about convenience and the lack of preparation or cleanup that's associated with the B60 is perfect.  It provides a great-tasting, steaming hot cup of coffee or tea in about a minute and I love having the variety of pods to choose from every time I make a cup.  During a recent visit my in-laws tried our Keuring and loved it so much they purchased their own when they returned home.  We recommend this to everyone :-"
kitchen & housewares,4 of 4,5.0,Crockery rainbow,"It's all true: Fiestaware is classic, colorful, beautiful, colorful, durable, colorful, microwave and dishwasher safe, colorful and just plain wonderful.  Buy some!"
kitchen & housewares,3 of 3,5.0,Like dining out while at home,A fine piece of equipment.  I was able to reproduce the same quality as if one were dining out.  The unit produces a fine array of sanwhiches and can grill a variety of other foods if one has the desire.
kitchen & housewares,6 of 6,5.0,Nothing sticks to these pans!,"I bought these pans on a whim, but I've been thoroughly impressed with them.  I've made cookies on them, and I've used them as drip-catchers for other dishes, and everything washes off completely!"
kitchen & housewares,8 of 8,5.0,Excellent Value: Quality Sheets at a Bargain Price!,"I purchased these sheets at the Amazon Friday Sale and received them on Monday. I am very pleased with the quality of the fabric and the detailed workmanship. The flannel is thick, luxurious and produced very little lint when pre-washed. The fitted sheet is elasticized all the way around and deep enough to fit a thick mattress. The flat sheet is hemmed on all four sides and the pillowcases are long enough to hold a queen sized pillow. I plan to order the twin size for my kids rooms. At $12.99 (shipped), these queen size sheets are an excellent value"
kitchen & housewares,14 of 15,5.0,well yes they are small,These are awesome dishes.  Yes they are small and so perfectly suited to certain uses.
kitchen & housewares,2 of 2,5.0,Incredible,"Both my husband and I love this scoop, it really cuts through the ice cream and does a super job with not a lot of effort. Incredible and amazing, I highly recommend.  I bought this new one to put our old one in an RV - this one definitely stays in our kitchen for regular use"
kitchen & housewares,1 of 1,5.0,Don't hesitate...buy this pan,"This pan has become my most used piece of cookware. It grills anything from fish to vegetables with nothing falling in the grate or falling apart because I couldn't control the heat.  It is large enough for fast meals for four.  I grill salmon two or three times a week.  I like to get a crisp, but not burned, grill marking on the fish, and this pan does it perfectly.  I don't even use my hard-to-clean JennAir grill parts anymore, and I haven't felt the need to replace my broken outdoor grill.  The nonstick is great...no burning and easy, easy cleanup even though the pan surface is not even.  I like the stay-cool handle also.  The exterior hasn't gotten discolored, but I have used Barkeeper's Friend on other pans without scratching.  "
kitchen & housewares,3 of 4,5.0,Good but overpriced,I like the product but Amazon should leverage their buying power to reduce the price to customers.  I was disappointed to see it go for 12.99 at Costco a week after I got it from Amazon
kitchen & housewares,1 of 19,1.0,delevery time poor,Takes orders and does not have them in stock. Will have to wait 2 mths to get me order
kitchen & housewares,5 of 5,5.0,Fantastic Design *Kudos to Farberware*,I have Le Creuset and Calphalon pots and pans but I find myself constantly reaching for this Farberware pot.  The design is why I bought it.  I would have been willing to pay $100 for one just like it from Calphalon or Le Creuset but this is the only one of its kind I could find anywhere online.
kitchen & housewares,1 of 2,1.0,piece of junk -- melted while cooking egg,"would NOT recommend.  After using for less than 2 months, one of the spatula already melted while cooking an egg.  The spatula melted while I was trying to get it under my egg to flip it, so it wasn't even on there for that long.  Now we'll see whether they stand behind the lifetime warranty.  But if I were you, I would just save yourself the hassle in the first place"
kitchen & housewares,,4.0,great toaster,"the cuisinart toaster works great and looks fantastic. the only thing it doesn't have is a setting that toasts the bagels a different doneness on each side. the setting it does has, just extends the toasting time for the bagels."
kitchen & housewares,1 of 1,1.0,Waste of time and money.  Piece of Junk.,"This is my first review, but please save your money.  The vacuum is too much work being bagless and is messy.  I'm going back to the bag.  It's always breaking and the knobs are cheap.  Mine just broke off and I've only had this for 6 months.  Im going to take this thing back.  I thought Hoover was top of the line, but this thing proves otherwise.  I wish I had returned it the first month"
kitchen & housewares,2 of 3,5.0,Black and DeckerHandy Chopper food chopper,Works great - use it for lots of things like chopping up chicken and cheese. 
kitchen & housewares,,4.0,Pyrex 1.5 Quart Glass Loaf Dish,"I have tried both metal and glass loaf pans.  I always return to the pyrex.  It cleans up perfectly, doesn't scratch or dent, can go in the dishwasher.  I have used pyrex for years.  Metal products have been discarded; pyrex is still in the cupboard"
kitchen & housewares,5 of 5,4.0,Nice fan with temp. glitch,"The fan does its job. Before we got it we did a lot of research, and it was hands down the best choice for the money. All the functions work pretty nicely EXCEPT the digital thermostat, but not to worry - half of us don't even set it up. For the other half you can do the same thing as I did, like I said we read the reviews on it and every one said that the thermostat is the main draw back but some one actually took it apart and supplied the detailed instructions how to move the thermo wire away from the board, I did it in 20 min., so if you are a handy man then there is nothing to it. Overall we are happy with this fan."
kitchen & housewares,,5.0,Scotch Eggs and my DiLonghi ROTO Fryer,"I produce many batches of Scotch Eggs each Christmas season, and have tried many types of deep fryers..."
kitchen & housewares,5 of 5,5.0,great reliable coffee maker,"Owned this coffee maker for over 5 years now, been happy since day one."
kitchen & housewares,2 of 2,5.0,pitcher size appropriate for one or two cappuccinos,If you are making your cappuccinos one or two at a time this picture is fine for those that drink their coffee Italian style.  If you prefer a more American style cappuccino (1/2 milk and 1/2 espresso) the capacity of this picture will hold enough milk for one good sized cappuccino.
kitchen & housewares,0 of 1,1.0,A paperweight not a can opener,"It looks like you either love it or hate it. Well, of all the consumer items I've purchased during the past 20 years, this is the worst. It just doesn't do one simple thing, open cans. Oh, it might open one out of five and that is generous. I always keep my handy dandy hand opener which I bought for $4.95 at the market handy. "
kitchen & housewares,,5.0,"Functional, fun, and beautiful","I wanted durable dishes, definitely lead-free and I was hoping to find something that looked nice. They pass the durablity test being restaurant quality. Function was more important than design, but these dishes are so beautiful! I intended to buy two sets to have a little variety. After my first set arrived I ended up ordering four different colors in all. They are so cheery. I love the simple design and deep  vibrant colors. The web site pictures do not do the color justice. It is fun to mix and match them and they frame food so nicely. All sets arrived in good condition. One set had flaws on the mug's glaze. Amazon is handling that professionaly, quickly, and without incident. Make sure you look over each piece for flaws in the glaze."
kitchen & housewares,20 of 29,2.0,NOT for professional or anyone who has actually ironed for years,"OK - i saw all the great reviews for this product and against my gut feeling that this was too good to be true - i brought it.  Well, it does remove wrinkles - however, not in the manner that i'm used to with an iron.  I've been ironing for years for work and the steaming quality is just not up to par with an iron.  Yes, it will remove the huge wrinkles, like if you leave your shirt in the dryer or if you left it in a ball, but it does not do the next step that an iron does - of making your shirt look crisp and sharp.  This is what no steam can do and what i should have realized.  No, i'm not looking for a pressed shirt from a steamer, but the faint wrinkles and unevenness left in the shirt are NOT acceptable for any professional."
kitchen & housewares,2 of 3,5.0,I feel so spoiled!!,"this coffee machine and gift pack is something I really didn't NEED but my daughter raved about it so much I purchased one too.  Now I am spoiled with the best, freshest, coffee in the world each morning!  Easy to use, no waste, FAST and FRESH...what more could you ask for?  I LOVE it. "
kitchen & housewares,,5.0,GREAT!,It easy to clean! Need I say more? its durable and flexable not to mention it looks great!
kitchen & housewares,2 of 2,5.0,Works Flawlessly,"This is my first vacuum food sealer.  I had thought about purchasing one for years, but wondered whether I would really use it, given the expense of the bags/rolls, etc."
kitchen & housewares,1 of 1,5.0,another excellent product from Calphalon,"I love all my calphalon pots, pans, and bakeware.  Best set I have every owned or used.  Even heat, easy clean up, I have never made reductions as easily as I have in these pots & pans."
kitchen & housewares,6 of 6,5.0,Just the right size,"This nutmeg/ginger grater is just the right size to grate small amounts of hard, grateable ingredients into a bowl, saute pan, or sauce pan.  It fits into the palm of my hand and is easily grabbable from the kitchen cupboard right above my mixing area. I had been looking for the right nutmeg grater for months, and that's what I'll be using it for, but it will probably work for parmesan cheese and ginger root as well"
kitchen & housewares,,5.0,A perfect steak at 10 below zero!,"The first time I used the grill, it was 10 degrees below zero.  I was absolutely amazed (along with friends and family) on how quickly the grill heated up in the cold and cooked our 1"" steaks within 12 minutes total cooking time!  I love this grill, and keep it just outside my patio door for winter cooking in Anchorage, Alaska.  Now I can bar-b-que all winter long.  Thank you for this amazing product!  Vera DeLon"
kitchen & housewares,6 of 6,5.0,Your Own Personal Assistant (In the Kitchen),"For years I balked at the cost however, after replacing two underpowered poor-performing handmixers over the years, I took the plunge and purchased the KitchenAid Stand Mixer. My only regret is that I didn't buy it sooner! This mixer has provided me with four years of hands-free use, with predictable power and consistency. It makes wonderful lump-free batters, stiff meringue, smooth frostings, perfect whipped potatoes, and even kneads bread dough. The included recipe book is a perfect introduction to it's array of capabilities but don't hesitate to let it take over other chores in the kitchen. There are a multitude of tasks the mixer can perform with optional accessories that are available for purchase. Turn last night's roast into today's sandwich using the meat grinding attachment, churn out authentic fettuccine with the Pasta Attachment, prepare fresh juice using the Juicing Attachment, it can even open cans and mill grains. So many possibilities...and all with the quality and classic styling you would expect from KitchenAid"
kitchen & housewares,,5.0,Wonderful Set!,I love these dishes!  The color and glaze is beautiful.  I bought 2 sets.  One arrived damaged but Amazon was great about picking up the broken set and it was replaced very quickly.
kitchen & housewares,4 of 4,4.0,Convenient and fast - but be sure to have lots of counter space!,"I really like the GRP90WGR Next Grilleration Removable-Plate Grill for the ease and convenience of being able to ""grill"" for the whole family without having to step outside.  I thought it was a fair price, and I really like being able to remove and wash the grill plates in the dishwasher.  In fact, that was one of the biggest selling features for me.  As far as the five different plates go, you'll probably only use two of them, the two grilling plates.  They are great for hotdogs, burgers, bacon, and such.  The other baking plates just don't do it for me.  While the grill is the perfect size for grilling for a family, you need a little more room for things like pancakes and eggs than the lower baking plate offers.  It is not a substitute for a real griddle or even one of those square griddle pans because it is a fairly small rectangular plate with very high sides.  The recipes included suggest switching out plates while you cook, but you are supposed to let the whole thing cool in between; it would take at least an hour to properly prepare a simple two course breakfast if you did all this!  One final thought about all the plates - at any one time, you have three just sitting around not being used.  Where do you store them so they don't get scratched up, but you can still get to them easily?  This is another reason that I never use the other three plates - I had to store them in a cabinet, wrapped in towels so they wouldn't get scratched by each other.    "
kitchen & housewares,4 of 4,4.0,they work fine as  long as you prep them properly,I have always used the water filters and had no complaints.  Just make sure you soak them for a few minutes and run a few cups of water (no coffee) through your coffee maker when you put a new one in.  This will eliminate any stray charcoal in the first pot of coffee you brew with a new filter
kitchen & housewares,1 of 1,5.0,Awesome set!,It really has everything you need to get started in the kitchen. I have been using this set for about two months (switched from Magnalite) and I absolutely love it. Buy the 6 qt. saute pan and maybe the 4-1/2 qt. pot along with it and you have a very complete set
kitchen & housewares,5 of 5,5.0,Exellent quality prep bowls,"On tv all of the celebrity chefs always have a ton of prep bowls.  They make cooking look easy and fun.  Have you noticed that their prep bowls do not have measurements?  These do.  In fact each bowl has two measurements.  It marks halfway into the bowl, and then gives you the full bowl measurement. "
kitchen & housewares,9 of 10,4.0,Does most things well,"Top quality sllicer.  Cleans like a dream.  Only problem I had was in slicing fresh bread, the slices tended to catch on the plastic blade protector.  Other than that It did all things well"
kitchen & housewares,10 of 10,5.0,Perfex Peppermill,"Just decided to pop 'Perfex' into the Amazon search engine on a whim, and was very pleasantly surprised to see it pop up.  I've been using my trusty Perfex for years (bought it in Boston, actually), and have given many away as presents to friends, who are always delighted with them.  Lightyears past the various Peugeots, advantage no. 1 over all others is the easy loading (and changing) of pepper(s), independent of the very precise adjustment of the grind.  Only caveat is that with time (like 20 years!), the spring weakens a little and you might have to adjust the nut somewhat more often.  But they last forever and work...simply.  A real kitchen 'tool' that also looks good on any table"
kitchen & housewares,2 of 2,5.0,Love the sled!,"I make muffins weekly for my restricted diet.  The sled keeps the muffins ""compact.""  The price was great--better than anything else I found.  "
kitchen & housewares,,1.0,Horrible experience with this toaster oven,"It was impossible to actually toast anything without drying it out like a piece of jerky.  Jerky toast - that's what I want in the morning!  This was a problem from Day 1, but I thought that I'd solve it by turning the thing on for a few minutes before putting bread in for toast.  Occasionally this was an acceptable strategy, but many times the oven would shut off the top element.  "
kitchen & housewares,1 of 1,1.0,Too loud and annoying,"For no apparent reason, every time a button is pressed a loud annoying noise is emitted.  Too loud, too annoying...  Fatal flaw.."
kitchen & housewares,8 of 8,1.0,This product deserves no stars,This pricey toaster is not worth its weight in bread.  For the first few weeks it seemed to evenly brown the bread but since then it has become the worst toaster I have ever owned.  It is impossible to get evenly browned bread instead you get burnt crust and blotches of brown randomly scattered over the bread.  SAVE YOUR MONEY.  DO NOT BUY THIS PRODUCT
kitchen & housewares,,5.0,Feliway is an excellent  product,"I have used Feliway products for three years now. They keep both my cats calm. I use the Comfott Zone plug-ins to dispense the synthetic face and neck pheromones into the air continuously. And I put Feliway spray on my clothing so that my male oriental cat does not want to ""play bite"" or ""play claw"" me."
kitchen & housewares,1 of 1,4.0,Cuisinart Raclette maker,Great product.  Easy to use and clean.  Only issue is length of cord - requires extension cord to work on table top. 
kitchen & housewares,2 of 2,5.0,MAN IN THE KITCHEN,"I am a graduated Chef and have used many different types of cook and bake ware.  I will say right now that no person who cares about how their cookware and bake ware looks and works should ever use a dishwasher.  I personally think that the look that hard anodized cookware gets from marking and oils on the exterior is very beautiful and shows the use and passion you put into your cooking.  If you want something that looks perfect then buy stainless steal from all-clad and clean it immediately After every use and use a stainless steel polish weekly.  Nothing lasts forever, so take pride in what you have"" For best non-stick results in cookware at a price that is affordable, buy a set of Cook's Essential's cookware From [...] they work very well and offer every style/type and the warranty is incredible and very fair.  Happy shopping and peach to all"
kitchen & housewares,4 of 4,5.0,Save money - fewer vet visits for ear infections,"My beagles have chronic ear infections and I was spending hundreds of dollars per year to keep them in check - doctor visits in order to get the prescribed (and expensive) mal-otic.  Zymox Otic has solved the problem, keeping their ears nice and clear and clearing up the infections they had when I started it.  Be sure to use it daily at first if they have an infection. "
kitchen & housewares,4 of 5,1.0,Eureak Atlantis Express is junk.,"Bought a Eureak Atlantis Express to clean up my couch which had some stains. It didn't work right even before I even turned it on. I filled the clean water tank with water and put it back into the unit, exactly as directed in the instructions. It LEAKED water through the vents at the bottom for the motor. So I thought maybe I did something wrong, so I tried it again, and it leaked water through the motor vents again. Its like it is missing some extremely critical parts, which it probably is. I havn't even turned this piece of junk on and I gonna return it. Dont waste your time or money on this machine"
kitchen & housewares,6 of 6,2.0,Scratchy,"I ordered two sets.  After the 2nd washing I noticed that the bottom sheets have developed ""fuzz"" balls - feels like your bed has crumbs in it."
kitchen & housewares,1 of 1,1.0,very poor quality ,"The quality of this set is very poor, especially the non stick pans.  I have to exchange it because of one of the non stick pans came with scratched coating.  However, the new package also has one non-stick pan scratched. VERY FRAUSTRATED"
kitchen & housewares,17 of 18,5.0,Great  machine. Pasta has good texture with durum flour.,I have had a Simac Pastamatic for about eight years. I have owned several other brands of pasta makers. Most of the ones I previously had were not well made. They were all made in China or Taiwan. I do have an older 700 Pastamatic and it is made from a stronger and more flexible plastic. I prefer the older Pastamatic because I believe it is a better machine. I use either semolina with bread flour or all durum flour. All durum flour seems to work very well. I bought a new farmer's pasta die from Simac and I really love the texture.I recomend it if you are a pastaoholic like me. It's the closest you will ever get to commercially extruded pasta
kitchen & housewares,2 of 2,5.0,Wow!!!,"Absolutely love this vacuum! Does wonders on our furniture and stairs to get rid of cat hair and everything else. Haven't tried it in the car yet, but I'm sure it will do great. My arms do get a little tired when using it but it's worth the power and suction"
kitchen & housewares,1 of 1,4.0,Terrific for the price but watch your diet!,"I have had this only a couple weeks and have already gained two pounds.  In one 18-hour period I consumed (as frozen custard) 3 cups of whipping cream, 3/4 cup of sugar (at least I used turbinado), one cup whole milk, and four egg yolks.  Incidentally, that is my favorite recipe so far...I added a generous amount of vanilla and heavenly doesn't begin to describe the result.  Sigh.  Won't be doing THAT for a while"
kitchen & housewares,3 of 3,5.0,"Great Skillet, Terrific Value","Very pleased with item, exactly as described, shipped promptly, and already put to good use.  The item was a terrific value compared to other in-store or online shopping"
kitchen & housewares,,5.0,Great purchase,"This vaccum cleaner is the best of all of those I've had.  The main thing for me that it DOES its job, i.e sucks in the dog's hair and the dust.  I am amazed when seeing how much ""stuff"" it picks up when I empty the container. Having Dyson I enjoy cleaning my carpet what I could not say about the others I previously had.  Plus the delivery service was great, I received it much faster than it was to come to my house.  Thanks!!"
kitchen & housewares,4 of 5,5.0,"Works ""Great"". No ""Smells"". ""Perfect"" rice.","I just got my ""Sanyo"" ECJ-D100S 10-cup rice cooker. I love it. The ""precision"" is ""awesome"". I cooked my usual ""rice"", ""pepperoni"", and ""mixed vegetables"". They turned out ""perfect"". Better than ever. I've had one of the ""basic"", single mode, ""dumb"" rice cookers for years. They work alright, but, take my word for it, ""fuzzy logic"" matters. This Sanyo with it's fuzzy logic thinking makes decisions that a single switch cooker doesn't make. Also, and I was ""sniffin"" like crazy while it was cooking, ""NO BAD SMELLS"". I think the people that have reported bad smells just didn't remove the ""shipping paper"" that is between the ""inner pot"" and the ""heating element"". They don't want to admit it that they ""screwed up"" and didn't ""un-pack"" the unit correctly. "
kitchen & housewares,1 of 1,5.0,really good deal!,"Sheets are so soft after the 2nd wash.  I actually like these better than the Heavenly bed sheet set that I've been using.  They fit my queen pillowtop (thank goodness).  The sateen is not too shiny, which fits my preference and is a good thing since the sheets do get a bit wrinkly.  All in all, a terrific deal for the price"
kitchen & housewares,1 of 1,5.0,Glass with Class!,"These are the perfect glasses for our kitchen. The clean, sleek look of these glasses make them a very classy addition to our table. With their rounded-square shape, they remind us of what one may have enjoyed a mint julep from while sitting in the sun of the old south. I highly recommend them"
kitchen & housewares,2 of 2,5.0,Another excellent attachment for your Kitchenaid,"If you have never considered making your own sausage, reconsider it.  This sausage stuffer pays for itself after the first couple uses (provided you already have the food grinder attachment).  Anyone who has ever been to Europe knows that Americans have been getting fed tasteless sausage forever.  It doesn't have to be that way.  You download hundreds of high quality sausage recipes and buy casings from the internet and make your own."
kitchen & housewares,,5.0,A Great pot for two people,"This is just the pot for cooking from Elizabeth Yarnell'c cookbook, Glorious One-Pot Meals. I've used it every day and it works marvelously"
kitchen & housewares,6 of 6,5.0,Lots better than the cheapo off the discount store shelf,"Purchased this in September after finally throwing out my old cheapo metal box grater that had rusted through. So far, no rust & I don't expect any because it is stainless steel."
kitchen & housewares,4 of 5,5.0,Forget the Instructions,"I recently bought one of these pasta makers.  The instructions were horrendous.  I either had a drop of water too much or a pinch of flour too much.  The pasta was either too dry to extrude or so full of moisture that it came out in a lump.  I was breaking the dyes right and left.  I used a basic pasta recipe called Trenette: 2 1/2 cups unbleached-all purpose flour, 1/2 cup semolina flour, 1 teaspoon fine salt, 2 large eggs, and 1/2 cup filtered water.  Using sea (kosher) salt and filtered or bottled water was very important.  The sea salt enhances the taste of the pasta greatly, and I found that ordinary tap water left an undesirable aftertaste. You will find that this dough is very elastic and not as yellow as the basic recipe for pasta.  I first put the eggs, water, and salt in a food processor and mixed the ingredients thoroughly.  I then added the semolina flour with the food processor still running.  Next, I added the unbleached flour a tablespoon at a time until the dough formed a ball and was rolling around inside the food processor with the sides of the bowl remaining clean.  I then took it out and kneaded it a couple minutes, and put it in a covered bowl in a warm place and let it rest for 5 minutes.  I then put it in the pasta maker and after it had kneaded about 5 minutes, I let it extrude.  I came out easy with great texture and consistency.  I have eaten a lot of pasta in my days, but this was the best that I have ever eaten.  Good luck and enjoy"
kitchen & housewares,14 of 14,5.0,Worth every penny,"This coffee press is not cheap, but it is a wise investment."
kitchen & housewares,5 of 5,2.0,Cheap Quality,"I bought this set when I got married, 3 years ago. I have to say that I'm really disppointed. I don't even cook everyday (don't tell my husband) and one lid's vent is not working properly and another is loose."
kitchen & housewares,12 of 13,5.0,Shower curtain rod saves day,"We have a narrow tub/shower, and had a glass sliding door.  The water was leaking out under the door and under the tile floor causing lots of problems.  We stayed at a hotel that had this shower curtain rod. It bows out in the center, and gives you lots of elbow room in the tub. We were happy to find it on Amazon. It was very easy to install. No more leaking water, more room in the shower, and we added a pretty shower curtain to spruce up our bath"
kitchen & housewares,0 of 3,2.0,cover does not fit well,"The design and material seem great, but the stir fry and cover do not fit well.   "
kitchen & housewares,4 of 4,5.0,I. Love. This. Lid.,"It's a bit strange to be going off on how great a LID is.  But if there ever was an occasion, this is it.  I had somehow collected 3 10"" Calphalon skillets; none of them came with a lid.  I registered for the 10"" lid from Target, but they stopped carrying it, so I ended up buy this one online, despite the $25 price tag.  It was worth every cent."
kitchen & housewares,3 of 8,2.0,Things Stick!,"I have tried to follow the Cuisinart instructions but things like eggs, pancakes, and steaks all stick to the cooking surfaces regardless of heat level and coating with cooking oil.  I would not buy this set again.  Sorry for the negative review but I am not happy with this purchase.  I recently bought other ""non-stick"" skillets to cook things like pancakes...  "
kitchen & housewares,5 of 5,5.0,Lodge Pre-Seasoned 7-Quart Dutch Oven,The quality of this items is great!  Pre-seasoned is definitely worth the few extra dollars you pay.  I think I bought one a little too big as I like to cook roasts in the oven and have a large family - but it's so heavy (20 lbs)!  It cooked wonderfully though when I used it! I would definitely recommend the product - just beware of the strength it takes to lift it
kitchen & housewares,1 of 1,1.0,Very disappointed.,"Twice I followed the recipe for basic bread and ended up with an inedible result. I especially took great care the second time with measurements and temperature. I consider myself an experienced baker, and have not had problems with other machines. "
kitchen & housewares,,5.0,FIESTA!,"Perfect, flawless addition to my ever growing collection of Fiestaware.  Black normally wouldn't be my first choice,  but I'm glad I got it.  Very vibrant. "
kitchen & housewares,1 of 2,5.0,Great Product,"I have only used these 2 times since purchase (We bake a lot more during the cooler months), but they are very easy to use and clean up is a snap. It's a drag washing small items like these but they really are easy to wash. I like the fact they are reuseable. That was a big selling point with me. I see my family using these a lot in the coming months"
kitchen & housewares,4 of 4,5.0,Crockery rainbow,"It's all true: Fiestaware is classic, colorful, beautiful, colorful, durable, colorful, microwave and dishwasher safe, colorful and just plain wonderful.  Buy some!"
kitchen & housewares,6 of 6,4.0,Great buy,"I bought 2 of these, one for me and one for my mother in law. She loves hers and the fact that she doesn't have to bend over to read where whatever she is pouring is at on the measuring cup. She uses it with fats and never has any trouble getting it clean - just throws it in the dishwasher - presto, clean!"
kitchen & housewares,,5.0,If you need BIG!,"If you need a BIG griddle, this is the one! Works well for me. I like being able to make everybody's breakfast at once, no waiting. It could be a challenge to store if you don't have deep cabinets. I love it"
kitchen & housewares,54 of 54,1.0,Very Disappointing!,"I was skeptical about the quality of these pillows at such a low price but the reviews were so positive that I thought I'd give them a try anyway.  Upon receiving them, I'm led to believe that the reviews are actually for a different pillow in the Pacific Coast line.  I did not have high expectations because I knew they were feather, not down, but I found them to be heavy and dense.  But worst of all, the &quot;special finishing that makes them leak proof&quot; CRACKLES because there is evidently a layer of plastic/vinyl which serves to prevent the feathers from poking through.  Oh well, I guess I should have know better... I'll be returning them"
kitchen & housewares,,5.0,first loaf was perfect,"My unit just arrived today and I opened it up, quickly read the instruction booklet, threw in the ingredients -- and 4 hours later out popped a perfect loaf of bread. I'm impressed. Sure, it's just one loaf -- and we'll see how it goes as I try different recipes and the unit ages. But right out of the box, it worked perfectly"
kitchen & housewares,4 of 4,5.0,Beautiful set!,"I have been looking for years for a Thanksgiving dinner set that didn't cost hundreds of dollars!  This set is beautiful!  It has a nice weight, dinner plates are on the small side...but heck...thats what seconds are for right?!  The teapot is darling!  Serving pieces are great!  All you need is the gravy and the platter and you have dinner!  Also, you cannot beat this price...ANYWHERE!  Check E-Bay, Replacements, etc.  You will not find this set at this price anywhere else...believe me, I have checked..and free shipping!  Buy it..you won't be sorry"
kitchen & housewares,,5.0,Perfectly sized!,"I, like the last reviewer, found that the bowls in the 16 piece-service for 4 Sango Gold Dust Black are quite large.  These bowls are the perfect size for ice cream or cereal.  Very nice appearance and feel.  I ordered a full set of Sango dishware from Amazon.com and all of it shipped very well protected and not a problem with the items at all"
kitchen & housewares,,5.0,Bright as sunshine.,I actually have several of these pitchers and love them all.  The handle is well balanced and it is an attractive item to set on the table
kitchen & housewares,7 of 7,5.0,I like it,I got this 3 months ago and so far no problems. I liked its sleek black look. I like the way the top cradles in your palm. It opens cans just fine and dandy. No complaints
kitchen & housewares,4 of 4,1.0,Total nightmare of a blender,"I am surprised at how well everyone is doing with this model.  Maybe I got a dud, I don't know, but my Wave Station is garbage.  The plastic container has two pieces, which I could not dislodge from each other.  Therefore, I could never entirely clean the thing.  Worse, the other parts are similarly difficult to remove when following the assembly instructions.  I never got it to work right; it would not crush frozen strawberries for a smoothie."
kitchen & housewares,5 of 12,5.0,Brings back happy memories!!,Smaller version of soda shop mixer but just right size for my kitchen. Quality product for price! Fun to make malts and milk shakes with it. Chrome finish looks nice
kitchen & housewares,5 of 5,5.0,Lovin' it!,"I really like the electric skillet. It cooks evenly and is easily cleaned. There are 7 of us in our family, and I use it to cook bacon and eggs, french toast, pancakes, fried potatoes, fried chicken and much more! It is the perfect size for those with large families. We also take it camping with us, and it great for grilled sandwiches, heating up tortillas, or just about anything. I hope it lasts a long, long time"
