,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,product_type,helpful,rating,title,review_text,sentiment
150,1746,1492,538,kitchen & housewares,5 of 6,5.0,The best grater I ever owned,"This is truely a professional grater.  Does a great job with hard cheeses and chocolate, etc..  Looks and feels great in the hand, and is impressive to have on the table for your dinner guests to grate their own Parmesan",1
151,103,95,1089,kitchen & housewares,3 of 3,1.0,"Nice oven, lousy toaster","  This is a very nice small oven, but as a toaster it really drives me up the wall. As someone else said, three knobs to adjust just to make toast! Then you have to stand there and watch it and the toast still burns!",0
152,1280,1083,1996,kitchen & housewares,,5.0,What's with all the fuss?,"So I read all your reviews previous to my purchase on this AND was skeptical. There were many reviewers that complained about cracks and problems holding an air-tight seal. MINE WORK PERFECTLY! They are invaluable and I'm glad I bought two of these canisters. Are you people sending the canisters through the dishwasher? If so, stop it! The intense heat will eventually crack anything made of plastic. Do you have an OLD model vacuum sealer? Maybe that's the problem - a performance issue. I have the newer stainless steel V2860 and you couldn't pry that out of my hands! I would give it 10 stars if there was such a rating.",1
153,1536,754,351,kitchen & housewares,24 of 26,1.0,Bad design/cheap materials,"We're a small restaurant (16 seats), serving dinner 4 nights a week, and we use the blender for soups, Caesar dressing, etc., once or twice a week, but never use ice in it or anything like that. We've had two of this same model now, and had the same problem with both of them. The black collar, the part of the base where you set the container, is plastic, and on both blenders has broken. The first time it lasted almost a year, and we figured that wasn't too bad -- especially when you compare the cost to a true commercial/professional blender, which are $300+. Also, we really like the blender in terms of function, so we picked up another one. This time, the exact same thing happene, except that the collar cracked within 2 weeks!! ",0
154,1484,361,1180,kitchen & housewares,2 of 2,5.0,We made not only the right choice but the Best Choice!,"For years we have used the Mr. Coffee Iced Tea makers and have purchased two of them.  This time around we chose to get the Hamilton Beach 40911 2-qt Iced Tea Maker.  Even though I/we haven't used the feature that allows you to place loose tea in the basket for brewing we totally like the Hamilton Beach method of brewing tea over the Mr. Coffee.  First of all the taste (using Luzianne Family Tea bags was superior to any tea we ever brewed using the Mr. Coffee makers.   Also one very large drawback with the Mr. Coffee maker is that the basket, for the bags, sets inside the reservoir and maker and most every time you brew a pitcher and remove the basket you have leakage of tea down in the makers bottom which over time makes for a very ugly looking reservoir, where you put your clean water to brew your next pitcher.  Because Hamilton Beach placed the basket directly inside the Pitcher itself there is never any tea that finds its way into the bottom of the tea maker.  Also due to ridges in the bottom of the Mr. Coffee maker it's usually almost impossible to totally clean the pitcher and restore it back to the clean condition at the time you first used it.  This feature alone makes the Hamilton Beach a better buy over the Mr. Coffee but I thought, before my purchase, that surely the two would make equivalent tasting tea but using both Lipton and Luzianne Family Tea bags the Hamilton Beach not only brews the tea faster but the taste IS Better.  On the Mr. Coffee the strength of the tea is controlled by a sliding knob on the front of the maker whereas with the Hamilton Beach it is three rigid clicks of control on the bottom of the basket (mild, medium, strong), we usually use Medium.  ",1
155,381,234,1752,kitchen & housewares,,5.0,Very Pleased,"So far I have made several different ice creams in my new machine.  This is the first I'd ever had and the hard part is making the different recipies and deciding what you like and what you don't.  The machine is very efficient.  You just put the mixture in and it does all the work.  You may want to check on your mixture a few times because some thicken earlier than others.  You just stop it and give a taste to see if you like the consistency.  I made one mistake of putting the mixture in before it was completely cooled and it didn't thicken and I wasted all of it, so be sure it is completely cool before you put it in the machine.  The machine is a little noisy but I expected that after reading about it, not as bad as I thought it would be though.  Overall, very happy",1
156,146,1548,1622,kitchen & housewares,10 of 12,1.0,Yuck!,"First of all I'm a Dyson fanatic....I have a total of three (one on each floor).  When we bought our cabin I couldn't stand to give one up and felt too cheap to buy another one (they are pricey) for carpet I'm on five or six times a year so I bought this.  At first I was thrilled.  It was wonderful.  After using it a few times however it has completely lost suction.  Keep in mind this is being used in a second home with no kids, pets or real dirt.  I would doubt that it's on except that it's noisy and takes off without me.  I have bought new filters and looked for blockages but nothing has worked.  Also the ""dirt container"" is sometimes hard to remove and put back.  Feels like it's catching on something.  What a waste of money.  Even in my college days I've never had a worse vacuum.  I highly recommend the Dyson instead or even the $50 Dirt Devil I gave my niece as a wedding present- it cleans circles around this thing.  To me ""Hoover"" spells ""DISAPPOINMENT""",0
157,1712,1223,201,kitchen & housewares,3 of 4,1.0,Base appears to work  - but remote is a joke,This is a cheap piece of junk.  The base won't communicate with the remote even after extensive review of directions and trying different channel selections as directed.  The plastic housings are so lightweight I don't think it'd survive ordinary outdoor use either.  Certianly not a drop off your grill.  Felt like I had to handle it gingerly so I didn't crush it with my hands.  This one is going back -Sorry AZ. ,0
158,1047,538,1297,kitchen & housewares,6 of 7,4.0,Nice for small batches of sauces,Worked very well when whipping up a roux. The heavy disc bottom did a good job of evenly distributing heat and didn't scorch. The rounded sides meant that I had no problem getting a whisk into the sides of the pan. Cleaned up easily and looks really nice. Whoever designed this stuff got the shape and materials right; it is very aesthetically pleasing.,1
159,514,1424,13,kitchen & housewares,2 of 3,2.0,Makes the dog bark!,I should have listened to the other reviews!,0
160,1916,1057,1470,kitchen & housewares,1 of 3,4.0,Calphalon Nonstick,"Wonderful pan, but the handles get VERY warm since it is oven-proof  -  wish it was broiler proof",1
161,742,1404,1800,kitchen & housewares,12 of 12,1.0,Almost useless,"Please note that I have several Henckel knives that I really like, so this is definitely not a anti-Henckel biased review.",0
162,1240,39,985,kitchen & housewares,5 of 6,2.0,Broken in less than 1 year,"My Salter 1001 scale started having problems within 3 months and broke within 10 months.  I am sending the scale back to Saltier for replacement.  A good scale while it worked, but what pain this has become",0
163,102,1680,965,kitchen & housewares,3 of 3,2.0,"Much bigger than 12""","The pan itself is fine, but it measures closer to 16"" in diameter.  The cooking surface is 12"", but the pan has such a wide lip around it that it doesn't come close to fitting in my convection toaster oven",0
164,391,560,1379,kitchen & housewares,10 of 15,2.0,Cooks Only Meats Well; Cleaning is a real Bear,I bought this with a lot of expectations hoping to cook indoor healthy grilled meats during winter. As soon as I saw the pan I was a little disappointed with the ridges. They are deep (which is good) but very thin and not thick as it appears in the product photos. So your meats will be less brown.,0
165,1393,1003,1562,kitchen & housewares,,5.0,Best Cookware & Great Price,"I love these pans. I got the set for a wedding gift last year but needed another saucepan, so this was perfect. This one is a little larger than the 2 pans in the set. I absolutely love the set - the pans heat up very quickly and clean up beautifully. They're less expensive than many of the gourmet sets but just as good",1
166,1307,1966,912,kitchen & housewares,3 of 4,4.0,Good for a quick cup,Me being an avid coffee drinker I will have to say if you want a quick cup it does the job.  For the money its cheap and provides a quick cup but you better have good coffee I used the pods and found it to be weak at time and sometimes you need a stronger cup I think more brewing is better.  Sometimes was a bit messy water all over the place but maybe Im a bull in a china shop would recommend the item I spent more on starbucks in a week,1
167,608,697,979,kitchen & housewares,32 of 32,1.0,"Beware, outer shell, may melt!!!!","I recently purchased this product.  The first time I used it, I thought it worked great.  I made a pot of chili and let it cook until we were ready to eat it that night.  The second time I used it, things were not as good.  The outer shell where the controls are were literally melting.  I had programmed this to cook for 10 hours while I went to work.  I came home that night and the hours had not changed. I realized I didn't click the on/off button to start heating the cooker.  This may have saved a house fire.  I went ahead and changed the time from 10 to 4 hours.  This set the unit to high instead of the original low setting.  Not 15 minutes after turning on, the outer covering was melting.  I immediately shut it off.  I see the 4 quart units were recalled back in 2004 for similar issues.  Whatever their problem, it has not been fixed.  Be aware of this serious problem when using your slow cooker.  I am returning mine and will exchange for a different brand",0
168,1432,244,431,kitchen & housewares,2 of 7,1.0,hate it,i got this fryer only yesterday i fryed some chicken wings and french fries the fries came out with so much oil and cooked for 10 min for a small batch i have been frying for about 10 years and know how to cook very well and i have to say this is just as bad as frying on the stove. i put the oil to the max fill line and with cooking the two things the oil went down to the min line do not buy.,0
169,1303,124,1941,kitchen & housewares,3 of 10,1.0,failed after one use,"The slow cooker worked well the first time I used it.  The second time, the light turned on, but it never heated up.  I was disappointed, because the size was perfect for me.  I'll try another brand",0
170,1619,462,847,kitchen & housewares,,5.0,great for gripping!,"If you have problems with gripping those round coffee grinders, this one is for you! It's oval shape makes holding it much easier than a round grinder. It grinds well and quickly and is a breeze to clean with just a few flicks of a pastry brush (dedicate one specially for this as it will discolor over time). It's the shape that makes it great",1
171,1135,1248,1919,kitchen & housewares,1 of 1,4.0,Petmate,This product is extremely quiet.  My cat loves it and its great because it encourages her to drink more,1
172,1887,1770,568,kitchen & housewares,,5.0,I've sworn off stoneware!,"Although I love the patterns and heft of my 2 collections of stoneware, I got very tired of having them chipped and broken by the less ""careful"" members of my family. Although I've had two sets of Corelle before, and never had any problems with it, I never saw patterns that I could live with for very long. I've gone back to Corelle, and I think this is it for me. True, the plates are very light, but they are so damage resistant--and I can use this pattern for any season",1
173,111,1432,66,kitchen & housewares,0 of 1,4.0,"Good quality, a little stiff","These sheets are pretty good--they're nice and heavy, and I definitely feel like they're going to last a looooong time.  They are a little bit stiff, and they don't seem to be softening up too much as time goes on.  I expected them to be a ton softer.  They are really good sheets, however, and I would buy them again",1
174,1567,1880,1872,kitchen & housewares,2 of 2,4.0,Not recommended for the long term,"I agree with most of the positive reviews of the VacuVin Food Saver set. However, I'd love a larger size--one that could hold at least one pound of ground coffee. I suppose the downside would be that it would take longer to pump the air out of a larger container. But, they're easy to use, look nice, and keep the food fresher longer. ",1
175,1531,1617,1856,kitchen & housewares,4 of 4,4.0,If you drink a lot of coffee/espresso this is a great buy!,I love my Vienna Deluxe!  We've been using it for 4-8 coffees per day for 7 months now and have certainly saved money over going to the coffee shop.  If you plan to buy more than 100 coffees (for us about 3 months worth) it already pays for itself and the coffee tastes better.  The flavor of the coffee is awesome and it's super easy to make.  ,1
176,779,1407,995,kitchen & housewares,3 of 3,5.0,cakeluvr,"This Bundt Pan is great. The Cakes come out cooked evenly, moist, and removes easily from the pan. Made 3 cakes using this pan & everyone loves them! This bundt pan is going to be used alot more!!! I love it!",1
177,314,1032,510,kitchen & housewares,1 of 1,5.0,Worth the $$$$,Read the reviews and ordered....,1
178,273,1073,791,kitchen & housewares,11 of 15,4.0,does everything!,"Not much you would need a food processor for after you buy this (ok, it can't blend ingredients",1
179,1213,1517,1621,kitchen & housewares,31 of 31,2.0,Very disappointing,"I was so excited at the prospect of having a 3-cup mini chopper.  I thought it would be ideal for hummus, which I hate to scrape out of my blender.  However, it was very disappointing.  On either speed, it just seems to chop what is in the center, so the stuff on the inside stays on the inside and the outside stuff stays on the outside--unchopped.  If I wanted to take the lid off every two seconds and move everything around, I'd use the blender, no?  I nearly pureed some red pepper, trying to get it all chopped.  I have a 2 cup mini chopper (Procter-Silex, I think) that is really much better at consistent chopping.  I never had to take the top off of it.  Unfortunately, the bowl got warped in the dishwasher (even though it claimed to be dishwasher safe) and the lid does not fit tightly now, making an occasional mess with liquids and crumbs.  Still, even warped, I find myself using the old one instead of this new one--it is really that bad!",0
180,1794,408,260,kitchen & housewares,6 of 8,1.0,Refurbished Product is Garbage,"I cannot recommend purchase of the refurbished Roomba Discovery 4210. While I think the product did a good job on BARE floors (not carpet), now after only 4 months of light use (we only used in the kitchen/den area of our home), the unit is trashed. The refurb warranty is only 90 days and that's apparently all the machine is good for. I purchased a new APS fast charger in an attempt to rule that problem out, but it did nothing. This seems to be typical of this vacuum since the Roomba rep I talked to told me that if the charger failed the Roomba was ""probably trashed"". She was right. If you want  to try this machine stick with the new one, at least you'll get a one year warranty. But I recommend staying away altogether",0
181,1083,1106,1273,kitchen & housewares,1 of 2,1.0,High price but cheap parts,"The Littermaid Mega is absolutely one of the worst purchases I have ever made.  In less than two months time, the unsubstantial motor has burned out completely.  Litter Maid claims that the boxes should need to be emptied every five days for one cat.  Well, I have two cats and had to empty the box two times daily.  The Litter Maid is good for controlling odors when it works, but it constantly jammed and then shut down (and I used a recommended brand of premium cat litter).  After a few weeks of this load, the tiny (and very loud) motor simply gave up.  I'm waiting to hear from Litter Maid regarding warranty repair/replacement, but I suspect I'll end up returning to a traditional $5.00 litter tray.  The overall concept of the Litter Maid is good, but without sturdier components, it ends up being trash in no time",0
182,1090,1219,1511,kitchen & housewares,3 of 18,1.0,Discovery !,After many years of buying and discarding inferior knife sharpeners I have finally found one that sharpens even my dullest knives. ,0
183,705,1852,1111,kitchen & housewares,39 of 41,5.0,So why did I absolutely love this pan?,"Well, ""um"" My dad has my first Calphalon pan. He stole it from me. ha, ha...He loves it to cook my mom breakfast. ",1
184,1842,1093,1865,kitchen & housewares,6 of 7,1.0,Pure Junk!,"The ""brushed chrome"" is plastic. The spout leaks, and the motor burned out in one week. On top of that the store where I purchased it, Kitchen Kapers wouldn't let me return it saying it wasn't designed for drinks that require crushing ice. Why then do some of the recipes in the manual call for ice cubes? ",0
185,1788,181,15,kitchen & housewares,9 of 13,5.0,"Lovely,really lovely...",Enjoy your sleeping hours in quality sheets with beautiful Butterflies embroidered on the pillow cases & top sheets..an awesome deal for yourself or a gift for someone you want to bless,1
186,732,72,259,kitchen & housewares,8 of 8,5.0,Nice little steamer!,"This may sound odd, but this is the first steamer that I have ever had. So needless to say, I do not have others to compare it to. However,I find that I use it more than I thought I would! The unfolded steamer fits perfectly in the pot that I most use for vegies and the like, and when I pull out the sides (the steaming tray) it fits nicely up the sides of the pot. Besides your basic steamed vegies, I find that it's perfect for warming up leftovers like rice, leaving it hot and fluffy. I like that the handle extends, so you can keep the cover on it while cooking, but you can extend the handle for easier lifting. And you can't beat the price",1
187,1356,779,1096,kitchen & housewares,14 of 16,4.0,great little grinder,"I did a lot of research before purchasing a grinder and I'm glad I took the time to narrow it down to this one.  It has done a great job at a consistant grind, with minimal noise, and tons of grind settings.  Quality",1
188,856,49,209,kitchen & housewares,4 of 5,1.0,Disappointed,"There is one huge problem with these sheets -- they are not permanently pressed.  There is no way to get out the wrinkles, other than by ironing them.  Otherwise, they are fine.  But who in the world wants wrinkled sheets!  You should be able to take them right out of the dryer and fold them with little or no wrinkles -- like your average sheet.  These sheets are full of wrinkles and they look just terrible on the bed.  I cannot believe you are actually selling these things on-line",0
189,1776,1693,411,kitchen & housewares,4 of 4,2.0,VERY disappointing,"I owned a Rival crockpot for 20 years and was very happy with it.  When it stopped working I therefore bought another (this one) from Rival.  I've used it twice.  The top doesn't seem to keep the liquid in, even on low, and it burned the food both times.  I don't trust it now and am not sure whether I'll try it again.",0
190,246,1040,1066,kitchen & housewares,,5.0,Works great,"We've only used them once, so can't comment on longevity, but our initial use was great.  No odor or fumes as other people have reported.  Even though we forgot to spray it, the muffins came out clean and easy.  The tray is a definite plus!  ",1
191,135,645,996,kitchen & housewares,,2.0,"Works great, at first...","I have had this product for about 2 years.  When we first got it, it worked great--lasted about 10 min. at a time.  Now, we're lucky to get the floor cleaned up under the table before it starts to wear down.  Also, the clip which holds it to the base just broke, and I see that I am not the first person to experience this problem.  I don't see anywhere to buy a replacement base, at this time, so I may end up just throwing the whole thing away",0
192,229,928,1211,kitchen & housewares,5 of 8,1.0,Soehnle Vera Digital Scales,We had to return this item for a refund. It arrived and never worked.,0
193,882,528,310,kitchen & housewares,5 of 6,1.0,FIRE HAZARD,"I bought this vac to help clean up behind my 19 month old daughter and my 2 pets.  I used it once without a problem, seemed to work reasonably well for a hand vac.  The 2nd time I used it I was cleaning up kitty litter tracked from the litter box.  The 1st pass went fine but then as i was getting ready to make a 2nd pass to finish the job it started whining and it stopped working.  I turned the machine off, checked for any clogs or hair of any kind that may be causing the interference but i found nothing.  I manually moved the brush around a couple of times without a problem, so i turned it back on.  It was still not working and then within 2 seconds it started to smell like something was burning.  I turned it off and it was smoking pretty heavily, which lasted for at least 2-3 minutes before cooling off. Don't waste your $$ on this and more importantly don't risk your safety with this fire trap",0
194,517,449,1074,kitchen & housewares,2 of 2,5.0,great for mashed potatoes,"This product is great for making mashed potatoes.  I love it, it is well made and sturdy.  My kids like to turn the handle and I do not have to worry about any electric blades cutting their fingers.  The price is very good for this item. I prefer non electric kitchen gadgets, (to save space) and this one is great.",1
195,1171,427,1574,kitchen & housewares,2 of 2,1.0,Keeps coffe hot--that's its only advantage--poor performance and quality.,Purchased the unit about 6 months ago and have never been happy with it. The heating plate under the pot started to rust; the pot leaks every time it's poured; it's almost impossible to pour water into the water chamber without spilling it; the handle of the coffee basket broke within a few months; and two days ago the entire top of the unit snapped off when we opened it to pour in the water. We purchased this unit because of the Cuisinart brand and the stainless steel carafe. We will not purchase another,0
196,1882,1828,614,kitchen & housewares,4 of 4,1.0,worse than scooping everyday,"I bought this box about 4 months ago and stopped using it about 2 months ago. It turned out to be more work than just a regular box. At least you can wash out a regular box and start over clean. Good luck with completely cleaning all the poo crumbs from the sliding track and cheap gears. It gets to be a disgusting affair, more than with a regular box. ",0
197,963,613,96,kitchen & housewares,6 of 6,5.0,no more doggy fueds with neighbor,"i absolutely love this product. my neighbor has four little yippers and my shepard/chow mix was antogonized by the yipping on our side of the fence. I hung the device on my side of the fence and the noise keeps the neighbors dog from picking ""arguments"" with my dog. all barking and fighting has ceased. all the surrounding neighbor as well as me can get a good nights sleep now",1
198,412,759,1286,kitchen & housewares,2 of 2,1.0,Extremely Messy,"We lived in Asia for five years and we eat a lot of rice.  In Asia we owned a very cheap rice cooker that worked perfectly well (but different voltage).  When we returned to the USA, I purchased the cuisinart 8-cup rice cooker (CRC-800) thinking I was getting ""top of the line.""  It made such an enormous mess every time we used it, so I called cuisnart to find out if somehow (despite meticulous reading of the instructions) we were doing something wrong.  No, it seemed we were doing everything correctly.  So we tried a few more times, and then in exasperation returned the rice cooker for a new one.  We thought given the generally good quality of cuisinart appliances, this one must be defective.  ",0
199,1517,1363,375,kitchen & housewares,5 of 5,1.0,dont waste your money,"I have had this for 2years now and what a waste of money it has been. I have used this a few of times before I decided to toss them.  This set was a disaster.  The parer is dull period and the peeler peels off much more than just the skin, you lose almost 20%(no exaggeration) of the fruit or the vegetable",0
200,188,1188,589,kitchen & housewares,1 of 1,1.0,Non-functional slicer,"This egg slicer would seem to be a smart design since it will do slices and wedges.  However, the wires consistently get snagged in the slots and break.  Also, it does not accomodate jumbo eggs well. ",0
201,1703,917,624,kitchen & housewares,5 of 5,5.0,Cleaning,"I have used a Revere teakettle for 41 years. To clean it...all you need to do is take some Easy Off oven cleaner (spray type) and spray the stainless steel part. This cleans all the grease spatters and any other spatters you get on it. Leave the Easy Off on until you see that you can wipe off the stains. Wipe, rinse and dry. It will look brand new",1
202,1927,43,205,kitchen & housewares,2 of 2,5.0,"For a Big Cup of Coffee or Tea, This One is Really Nice!","I am very impressed with the feel and size of this mug.  It has a smooth feel, and keeps the coffee/tea hot/warm.  I ordered one, but will probably be ordering more! Nice! :o",1
203,1424,1678,1772,kitchen & housewares,1 of 1,2.0,Water & Steam Everywhere!,"This Krups espresso maker leaves water and steam all over the counter every time it is used. I think the ""built in safety"" features are to blame. The finer the grind, the more water leaked out. Keep in mind that fine grinds are recommended for espresso and cappuccino.",0
204,435,1497,436,kitchen & housewares,8 of 8,5.0,Fantastic,"I got a set of four of these same steak knives for Christmas 2004, and they've been excellent. They've seen constant use and are still razor-sharp.",1
205,1529,555,1965,kitchen & housewares,4 of 5,2.0,Not Accurate and Potentially Dangerous,"From the start, it was apparent that the temperature displayed was 5 or 6 degrees higher than two other digital thermometers I had in the same room.  So I followed the calibration instructions and was only able to get the display to read 34.1 degrees in a 32 degree solution... ok, so I can live with 2.1 degree inaccuracy.  After calibrating, the room temperature was also only off by about 2 degrees.  However, I decided to test it in boiling water and the display read 193 degrees (water boils at 212F).  So, If you are counting on this thermometer to tell you anything important (such as if your meat is cooked suffiently or if your beer water is the right temperature for steeping), I would make sure it is accurate at the temperature of interest before using... or avoid it all together, which I wish I had done",0
206,388,702,1736,kitchen & housewares,3 of 3,1.0,"beautiful sheets at the beginning, but....they lost color, and they shrank!","No I don't think it's the problem with my washer and dryer, they are new units. Now only with great difficulty can I put them on my queen bed. and they claim they have deep pockets! I do believe it is a quality problem",0
207,476,256,725,kitchen & housewares,6 of 6,5.0,Very nice,"This is a very nice set of small measuring spoons-- excellent for measuring baking soda, salt, etc for recipes. They are very sturdy and much better than the inexpensive plastic products you find at the discount stores. This set also comes with 2 things not shown, a nice ring to loop these together, as well as a matching S hook to hang them up when not in use. I really like this set and would recommend this to everyone",1
208,169,453,1646,kitchen & housewares,4 of 6,1.0,melitta products are inferior,"I received this grinder because I had purchased a defective Melitta Grind & Brew coffee maker through Amazon.  The coffee maker had electrical problems and I sent it back to the manufacturer as the manual instructed.  To make a very long story short---Melitta was not able to replace the coffee maker.  They stopped making them.  Amazon had my money and I waited over 4 frustrating months for a coffee maker.  Amazon would not help me and after many, many phone calls Melitta sent me another coffee maker and the coffee mill to compensate for the Brew and Grind.  Grinder malfunctioned periodically and finally died with in 9 months. WARNING--DON'T BUY MELITTA PRODUCTS AND RETURNS FOR DEFECTIVE MERCHANDISE SHOULD BE RETURNED TO AMAZON. ",0
209,829,1224,1613,kitchen & housewares,3 of 3,4.0,Does not have Pump and hose,The previous reviewer was correct. This item does not have the pump and hose for using it without a garden hose. I was easily able to order these parts and the clip to hold the pump from the Coleman website. Just look at the hot water on demand there and open the replacement parts link. ,1
210,827,76,183,kitchen & housewares,,4.0,great set of knives,"I've never had a ""nice"" set of knives before. These are great! They have a nice feel in my hands. The only reason I didn't give them a 5 star rating is because the kitchen scissors do not come apart. The scissors I bought at Smart & Final come apart for easy washing and drying",1
211,1322,1331,382,kitchen & housewares,13 of 13,1.0,Do not recommend,"I baked two batches of madelines side by side, one in this pan (set on a baking sheet), and another in a traditional pan with non-stick coating. I brushed both pans with canola oil before using. As per the package instructions, I allowed the madelines in the silicon pan to cool completely before removing them. The madelines in the traditional pan released easily, were golden and high, and had a pronounced design. The other batch were almost soggy (probably from cooling in the pan), flat, pale, and did not have the appearance of a madeline. To make matters worse, they did not release easily, and a few of them even broke as I attempted to remove them. I would not recommend this pan",0
212,733,152,1191,kitchen & housewares,10 of 10,2.0,not too acurate.,too slow to give reading almost never changes,0
213,222,1191,1438,kitchen & housewares,0 of 9,1.0,Zero stars,"Got this product by mistake from Chef's tools.  Grinding mechanism is made of plastic and it does not grind pepper.  Have the Black Magnum and is the best peppermill ever, (thats why we wanted a second one for the kitchen).  Our black peppermill did not come from Chef's tools",0
214,274,774,1611,kitchen & housewares,4 of 5,2.0,"Worked for a few years, then burn city","I loved this when I purchased it, then I noticed it did not do a perfect job, then it would take a while to get going, then it smoked and died.  Not worth it",0
215,1049,1848,697,kitchen & housewares,,1.0,Didn't work... my nextdoor neighbor's dog merely ignored it,Super Bark Free didn't work in the least to stop my nextdoor neighbor's dog's extremely irritating ear-piercing loud barking - he merely ignored it (though fortunately my neighbor was good about trying to keep the dog quiet). I'm mad that I wasted a lot of money on a totally ineffective product.,0
216,859,423,42,kitchen & housewares,10 of 10,4.0,Great Item,"This sturdy little fan has been working well for months.  One quibble: its two speeds are medium & fast.  There is no ""slow.""  Overall, I'm a happy customer",1
217,1542,308,1754,kitchen & housewares,3 of 3,1.0,They don't make them like they used to,"I had a Black and Decker processor that I got as a wedding present over twenty years ago, and it never let me down once. When it was time to get a new one, I got this 1500 thinking that it's a B&D and I can't go wrong. Well as as soon as I tried to grate some cheese the plastic ring on the shredder/grater blade snapped off. The next time I used it a metal pin in the pastic cover that holds the blade securely broke the plastic groove it was in. Too bad B&D went down the drain through the years",0
218,379,1286,950,kitchen & housewares,17 of 17,5.0,Easy &amp; durable!,I 've been using this apple peeler for about six years.  It still works great and makes pies a breeze.  Even easy enough for kids to use!  Much more stable than the kind you have to clamp to the table,1
219,789,356,1564,kitchen & housewares,2 of 2,5.0,Beautiful presentation,"This is SUCH a great deal here on amazon.  I paid more than this at an outlet!  But, that said, this is a gorgeous butter dish and a beautiful addition to your holiday table.  I use mine throughout the holidays and winter, it is just so very pretty and does a great job on keeping butter fresh.  Plus, it's VERY easy to clean (don't you love scraping those butter pieces off?) by just popping it on the top shelf of a dishwasher.  Mine has been used for 12 years and still looks new. ",1
220,1745,448,452,kitchen & housewares,1 of 7,1.0,Poor performance,"After thoroughly checking toaster reviews and ratings (this got top ratings), I had to return it after several attempts to get it to produce evenly toasted bread.  Very disappointing; my old Toastmaster (much less expensive) does better.   ",0
221,838,677,440,kitchen & housewares,1 of 1,5.0,Great pan...affordable price,Its the perfect size pan and easy to clean. I've cooked Thai stayle Chicken Satay sticks and salmon on it and it makes those awesome grill lines. I love using this pan...its so much easier & faster than using then firing up the outdoor grill.,1
222,1082,559,1984,kitchen & housewares,15 of 15,5.0,A Bar Favourite!,"Tired of those metal cocktail shakers where the top refuses to open when you go to clean it?  The vacuum that occurs with the metal variety has happened to us on every model we've tried.  The Boston Cocktail Shaker does not have this problem.  We had no difficulty whatsoever with a tight seal on the first try and have had no leakage problems.  The only drawback (very minor) is that the measurement lines do not go all the way to the bottom of the glass.  So if you're measuring out small quantities of liquor, you still need to use a jigger.  Other than that, it is very easy to use and clean.  Top rating for this bar helper",1
223,1664,1864,429,kitchen & housewares,1 of 1,1.0,DO NOT BUY!  I'll sell you mine for $5.,I've had to bring this back to Hoover 5 times in less than a year.,0
224,938,1717,1062,kitchen & housewares,2 of 4,5.0,Why use a scoop when you can use a SPADE,"This is one great tool.  I have this as well as the scoop and they are both great items.  I like the spade better since I LOVE ice cream and it makes it easier to fill the bowl quicker. The style is great and the functionality is superb.  Now that Kitchenaid is making tools and gadgets, I am finding myself getting all new sorts of items I never knew I wanted or needed.  I'm even replacing other brands of tools with Kitchenaid ones",1
225,850,1629,519,kitchen & housewares,2 of 3,2.0,OXO great shape measuring cup,"I think it is ALMOST a great idea! It would be super if made of glass. I don't want to be concerned with material for which I use it! I would buy a couple if made of glass, otherwise not",0
226,1886,1041,1468,kitchen & housewares,2 of 2,4.0,Made in China,"The Diadem cooking set roughly meets the WMF criteria, though there are slight imperfections on the metal and the top. The products are made im China. At first I thought something was wrong, then I looked at the WMF site and indeed they have a factury in China, so they must be genuine, however, I think Amazon should clearly state if they are made in China or Germany, I ordered another WMF kettle last week, made in Germany and I think there is a differenc",1
227,982,1598,224,kitchen & housewares,14 of 16,5.0,It Works Like A Charm,"I ordered this the early part of December, so had it in time for the Christmas season.  I am so very pleasantly surprised about the power and efficiency of this one.  It is small so storage is a breeze, and the capacity of the bowl is just right for any chopping, etc. that you need to do.  This is my &quot;new favorite&quot; appliance",1
228,979,431,1093,kitchen & housewares,,5.0,A fan for all rooms,This is a light weight box fan that is very easy to move from place to place. The remote feature is very convenient and it really helps keep the apartment cool,1
229,184,1494,1265,kitchen & housewares,4 of 4,1.0,DOA,"     I received my food processor for Christmas.  I had noticed the same processor at a different store that came with a bonus blade for fine shredding.  I decided to see if I could buy accessories for mine online.  I could not find any accessories or replacement parts for the Power Pro II.  I was concerned about the number of unfavorable reviews I came across during my search.  Despite the numerous negative comments concerning the motor going out, I decided to keep it.  I used it for the first time tonight to make a sauce and was only halfway finished when it stopped working!  I strongly recommend NOT purchasing this food processor",0
230,1530,1289,1457,kitchen & housewares,1 of 1,1.0,Rust,"I bought this flatware in spite of the warnings about rust.  Well, sure enough, rust started to form on the knives just after the first run through the dishwasher.  The rust spots were small, but I returned the set anyways, as I am not willing to risk the severe rust problems reported by others.",0
231,1685,971,750,kitchen & housewares,1 of 1,2.0,Average results - burned flavor,"I am a big fan of espresso and espresso drinks but needed to save money so I bought this to make it at home. Making espresso is easy enough if you follow the instructions (I didn't watch the video). The frother even works well. The problem I had was with the flavor. The manual suggests making two or four shots of espresso at a time, but when making four shots the espresso was badly burned by the time it was finished brewing. I had best results making just over one shot at a time, but the flavor was still burned and flat. In the end, I used the machine for a couple months but eventually put it away and went back to my regular drip coffee maker",0
